customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
2342,177,12,12490.66,1,4,4,At Risk
3447,176,1,213.84,1,1,1,Lost
1078,176,1,540.64,1,1,1,Lost
4278,176,1,1191.07,1,1,2,Lost
3666,176,3,1460.7,1,2,2,Lost
1043,176,11,4586.91,1,4,3,At Risk
8,175,1,131.47,1,1,1,Lost
1561,175,1,582.3,1,1,1,Lost
2872,175,2,560.27,1,2,1,Lost
1475,175,4,1767.58,1,3,2,At Risk
234,174,1,554.79,1,1,1,Lost
1203,174,1,756.44,1,1,1,Lost
2056,174,1,2329.95,1,1,3,Potential
3351,173,1,405.29,1,1,1,Lost
3080,173,1,835.6,1,1,1,Lost
2869,173,1,873.16,1,1,2,Lost
149,173,3,1459.39,1,2,2,Lost
1811,173,4,1276.96,1,3,2,At Risk
2502,173,4,4092.45,1,3,3,At Risk
4741,173,7,2673.51,1,3,3,At Risk
4827,172,1,30.13,1,1,1,Lost
3474,172,1,462.39,1,1,1,Lost
1556,172,2,247.25,1,1,1,Lost
2030,172,3,2141.0,1,2,2,Lost
1981,172,4,1411.6,1,3,2,At Risk
627,172,5,2141.84,1,3,2,At Risk
1190,171,1,936.46,1,1,2,Lost
3402,171,2,1618.63,1,2,2,Lost
4695,171,2,2900.26,1,2,3,Potential
1881,171,3,860.07,1,2,2,Lost
4173,171,3,2142.61,1,2,2,Lost
1533,171,3,2271.43,1,2,3,Potential
4476,171,3,2725.82,1,2,3,Potential
903,171,8,5794.63,1,4,4,At Risk
2086,170,1,338.41,1,1,1,Lost
3439,170,1,654.54,1,1,1,Lost
1409,170,6,4568.96,1,3,3,At Risk
1269,169,1,101.49,1,1,1,Lost
2668,169,1,432.44,1,1,1,Lost
1618,169,2,3189.84,1,2,3,Potential
3037,168,1,568.89,1,1,1,Lost
2489,168,2,1097.51,1,2,2,Lost
333,168,4,1425.82,1,3,2,At Risk
3852,168,4,4019.41,1,3,3,At Risk
3180,168,5,1133.39,1,3,2,At Risk
3240,167,1,52.7,1,1,1,Lost
3643,167,1,246.46,1,1,1,Lost
2067,167,1,845.2,1,1,1,Lost
3712,167,3,648.72,1,2,1,Lost
4017,167,5,3457.65,1,3,3,At Risk
2505,166,1,113.24,1,1,1,Lost
161,166,1,157.36,1,1,1,Lost
3648,166,1,554.43,1,1,1,Lost
2443,166,2,2819.11,1,2,3,Potential
3824,165,1,32.96,1,1,1,Lost
3409,165,1,517.88,1,1,1,Lost
657,165,1,2015.22,1,1,2,Lost
4607,165,2,1493.99,1,2,2,Lost
4942,165,3,648.76,1,2,1,Lost
2389,165,6,2464.88,1,3,3,At Risk
3947,164,2,1832.01,1,2,2,Lost
4655,164,3,615.12,1,2,1,Lost
1317,164,3,1191.39,1,2,2,Lost
48,164,10,9554.16,1,4,4,At Risk
2535,163,1,241.63,1,1,1,Lost
3460,163,2,2383.58,1,2,3,Potential
598,163,3,2279.17,1,2,3,Potential
908,163,4,2649.61,1,3,3,At Risk
970,162,1,164.06,1,1,1,Lost
2857,162,1,943.3,1,1,2,Lost
1249,162,2,452.66,1,1,1,Lost
4385,162,2,509.43,1,2,1,Lost
2104,162,2,523.27,1,2,1,Lost
3116,162,2,906.23,1,2,2,Lost
2089,162,3,2290.93,1,2,3,Potential
3639,162,4,1992.88,1,3,2,At Risk
2984,162,6,2596.58,1,3,3,At Risk
205,161,1,98.2,1,1,1,Lost
688,161,1,270.82,1,1,1,Lost
3803,161,1,512.84,1,1,1,Lost
3885,161,2,539.61,1,2,1,Lost
2344,161,3,2239.51,1,2,3,Potential
1794,161,5,3499.84,1,3,3,At Risk
896,161,11,4760.81,1,4,4,At Risk
82,160,1,49.44,1,1,1,Lost
1219,160,1,263.26,1,1,1,Lost
1304,160,1,332.77,1,1,1,Lost
4032,160,1,1247.27,1,1,2,Lost
2297,160,2,695.0,1,2,1,Lost
3468,160,2,1404.41,1,2,2,Lost
2427,160,3,3621.05,1,3,3,At Risk
96,159,1,804.24,1,1,1,Lost
4441,158,1,793.63,1,1,1,Lost
3848,158,2,221.97,1,1,1,Lost
836,158,2,427.91,1,1,1,Lost
4141,158,2,483.43,1,1,1,Lost
3630,158,2,577.71,1,2,1,Lost
1965,158,2,630.66,1,2,1,Lost
2420,158,2,902.07,1,2,2,Lost
233,158,3,1840.56,1,2,2,Lost
861,158,7,2575.43,1,3,3,At Risk
3278,157,1,156.47,1,1,1,Lost
3321,157,1,265.6,1,1,1,Lost
3421,157,1,469.25,1,1,1,Lost
3261,157,1,913.23,1,1,2,Lost
3988,157,2,205.35,1,1,1,Lost
4750,157,2,286.68,1,1,1,Lost
4477,156,2,1920.13,1,2,2,Lost
1357,156,2,2001.7,1,2,2,Lost
2375,156,11,6599.78,1,4,4,At Risk
4670,155,1,146.79,1,1,1,Lost
4795,155,1,671.66,1,1,1,Lost
1168,155,1,763.52,1,1,1,Lost
3438,155,3,1006.44,1,2,2,Lost
4030,155,7,4543.38,1,3,3,At Risk
4573,155,12,8305.88,1,4,4,At Risk
3641,154,1,131.21,1,1,1,Lost
1895,154,1,198.44,1,1,1,Lost
1754,154,1,718.49,1,1,1,Lost
3135,154,1,1307.4,1,1,2,Lost
2376,154,3,1891.15,1,2,2,Lost
351,154,3,3678.74,1,3,3,At Risk
4067,153,1,535.93,1,1,1,Lost
757,153,1,600.37,1,1,1,Lost
1710,153,1,1539.95,1,1,2,Lost
1733,153,1,2000.83,1,1,2,Lost
3622,153,2,469.87,1,1,1,Lost
875,153,2,2579.4,1,2,3,Potential
2220,153,3,1765.8,1,2,2,Lost
4370,152,1,357.16,1,1,1,Lost
3519,152,7,4239.74,1,3,3,At Risk
658,151,1,138.83,1,1,1,Lost
4561,151,1,439.09,1,1,1,Lost
4272,151,1,472.31,1,1,1,Lost
1178,151,3,658.82,1,2,1,Lost
1934,151,6,1774.94,1,3,2,At Risk
1971,151,14,5222.91,1,4,4,At Risk
4325,150,1,59.6,1,1,1,Lost
2382,150,1,388.44,1,1,1,Lost
3825,150,2,450.57,1,1,1,Lost
1330,150,3,2296.36,1,2,3,Potential
2755,150,6,2928.66,1,3,3,At Risk
1849,150,10,5832.09,1,4,4,At Risk
93,149,1,60.57,1,1,1,Lost
4056,149,1,2262.4,1,1,3,Potential
3427,149,2,1165.35,1,2,2,Lost
660,149,2,2670.79,1,2,3,Potential
466,149,3,1841.29,1,2,2,Lost
673,149,4,1188.66,1,3,2,At Risk
3239,149,8,4887.1,1,4,4,At Risk
1096,149,10,2989.48,1,4,3,At Risk
607,148,1,29.27,1,1,1,Lost
3604,148,1,39.4,1,1,1,Lost
170,148,1,500.85,1,1,1,Lost
4260,148,1,884.94,1,1,2,Lost
2041,148,1,1072.81,1,1,2,Lost
1614,148,1,1683.94,1,1,2,Lost
3112,148,3,1772.61,1,2,2,Lost
1641,148,3,1928.35,1,2,2,Lost
1888,148,8,6788.54,1,4,4,At Risk
4078,147,1,1706.86,1,1,2,Lost
498,147,2,515.96,1,2,1,Lost
920,147,2,991.06,1,2,2,Lost
2060,147,5,2458.64,1,3,3,At Risk
2559,147,5,3410.11,1,3,3,At Risk
3901,146,1,562.62,1,1,1,Lost
2098,146,1,848.86,1,1,1,Lost
3145,146,2,1751.52,1,2,2,Lost
4044,146,3,788.07,1,2,1,Lost
4346,146,3,1206.35,1,2,2,Lost
1613,146,5,4143.95,1,3,3,At Risk
4825,145,1,346.19,1,1,1,Lost
4620,145,1,357.85,1,1,1,Lost
1946,145,1,903.35,1,1,2,Lost
4372,145,3,733.51,1,2,1,Lost
959,145,4,1206.77,1,3,2,At Risk
4937,145,6,3144.82,1,3,3,At Risk
3452,144,1,77.1,1,1,1,Lost
4948,144,3,3427.49,1,3,3,At Risk
1601,144,4,1804.99,1,3,2,At Risk
4148,143,2,202.17,1,1,1,Lost
124,143,2,2462.33,1,2,3,Potential
2693,143,3,2488.27,1,2,3,Potential
1412,143,5,2273.99,1,3,3,At Risk
4508,143,5,3522.48,1,3,3,At Risk
2180,143,5,3589.18,1,3,3,At Risk
1059,143,7,6361.93,1,4,4,At Risk
777,142,1,330.77,1,1,1,Lost
3053,142,2,2498.47,1,2,3,Potential
4058,142,4,2841.02,1,3,3,At Risk
2240,142,6,4360.16,1,3,3,At Risk
2640,142,7,3793.34,1,3,3,At Risk
4697,142,8,6974.72,1,4,4,At Risk
2849,141,1,57.53,1,1,1,Lost
3232,141,1,860.89,1,1,2,Lost
4727,141,2,335.75,1,1,1,Lost
3537,141,2,782.25,1,2,1,Lost
3483,141,5,2516.07,1,3,3,At Risk
2265,141,6,6211.62,1,3,4,At Risk
215,141,7,3240.36,1,3,3,At Risk
137,140,1,216.46,1,1,1,Lost
574,140,2,277.45,1,1,1,Lost
2055,140,2,1057.89,1,2,2,Lost
3600,140,4,2034.51,1,3,2,At Risk
3225,140,4,3008.21,1,3,3,At Risk
2865,139,2,506.79,1,2,1,Lost
4711,139,3,3885.08,1,3,3,At Risk
4555,139,4,1306.1,1,3,2,At Risk
1333,139,5,4399.02,1,3,3,At Risk
4356,138,1,854.59,1,1,2,Lost
3086,138,1,965.49,1,1,2,Lost
3972,138,3,1814.99,1,2,2,Lost
2380,138,3,3917.62,1,3,3,At Risk
3738,138,4,6293.39,1,3,4,At Risk
1515,137,2,964.12,1,2,2,Lost
1707,137,2,2190.13,1,2,3,Potential
1032,137,2,2271.63,1,2,3,Potential
4810,137,3,1753.01,1,2,2,Lost
3458,137,4,4410.79,1,3,3,At Risk
4320,137,6,4623.44,1,3,3,At Risk
1800,137,6,5364.04,1,3,4,At Risk
3440,136,1,234.06,1,1,1,Lost
1590,136,1,389.63,1,1,1,Lost
3742,136,1,981.71,1,1,2,Lost
3015,136,3,986.15,1,2,2,Lost
3041,136,3,2510.03,1,2,3,Potential
1704,136,5,2291.02,1,3,3,At Risk
2438,136,11,6133.1,1,4,4,At Risk
4767,135,1,231.89,1,1,1,Lost
2713,135,1,771.66,1,1,1,Lost
834,135,1,1952.62,1,1,2,Lost
111,135,2,516.79,1,2,1,Lost
2835,135,4,5196.65,1,3,4,At Risk
2510,134,1,219.6,1,1,1,Lost
4204,134,1,642.15,1,1,1,Lost
185,134,2,1582.65,1,2,2,Lost
1018,134,3,2325.98,1,2,3,Potential
4390,134,4,5803.53,1,3,4,At Risk
2400,134,6,1446.74,1,3,2,At Risk
4135,134,8,2458.52,1,4,3,At Risk
3358,133,1,65.36,1,1,1,Lost
4864,133,1,114.41,1,1,1,Lost
4633,133,2,1242.31,1,2,2,Lost
156,133,2,1803.67,1,2,2,Lost
3288,133,3,593.46,1,2,1,Lost
4565,133,3,1863.49,1,2,2,Lost
2665,133,5,5764.52,1,3,4,At Risk
3960,133,7,2230.6,1,3,3,At Risk
1664,132,2,1256.38,1,2,2,Lost
3132,132,3,97.87,1,2,1,Lost
3849,131,1,35.72,1,1,1,Lost
3475,131,1,101.9,1,1,1,Lost
2819,131,1,360.56,1,1,1,Lost
1554,131,2,1164.09,1,2,2,Lost
49,131,8,4735.86,1,4,4,At Risk
1221,130,1,465.56,1,1,1,Lost
4395,130,3,4091.9,1,3,3,At Risk
4939,130,6,5853.73,1,3,4,At Risk
605,130,12,6567.59,1,4,4,At Risk
2867,129,1,31.9,1,1,1,Lost
4844,129,3,661.31,1,2,1,Lost
726,129,3,1697.46,1,2,2,Lost
276,129,10,5441.85,1,4,4,At Risk
4525,129,22,10240.0,1,4,4,At Risk
1666,128,1,479.93,1,1,1,Lost
133,128,1,791.73,1,1,1,Lost
759,128,1,948.52,1,1,2,Lost
2547,128,1,2109.99,1,1,2,Lost
4258,128,4,1181.05,1,3,2,At Risk
2447,127,1,46.64,1,1,1,Lost
140,127,3,449.66,1,2,1,Lost
804,126,1,121.99,1,1,1,Lost
2862,126,1,310.55,1,1,1,Lost
71,126,1,1805.7,1,1,2,Lost
316,126,2,1913.88,1,2,2,Lost
548,126,4,5467.23,1,3,4,At Risk
1478,126,6,4308.47,1,3,3,At Risk
3416,126,7,3345.45,1,3,3,At Risk
1193,125,1,514.23,1,1,1,Lost
3954,125,1,942.66,1,1,2,Lost
1942,125,1,1165.47,1,1,2,Lost
3811,125,4,2221.27,1,3,3,At Risk
3022,125,4,6077.68,1,3,4,At Risk
4519,124,1,314.56,1,1,1,Lost
2383,124,1,1553.3,1,1,2,Lost
3289,124,2,34.72,1,1,1,Lost
2109,124,2,961.64,1,2,2,Lost
3966,124,2,1128.96,1,2,2,Lost
1636,124,4,1753.2,1,3,2,At Risk
3464,124,4,1870.05,1,3,2,At Risk
464,124,5,2159.81,1,3,2,At Risk
1711,124,5,5048.43,1,3,4,At Risk
1002,124,10,10437.11,1,4,4,At Risk
2474,123,1,156.63,1,1,1,Lost
3509,123,1,245.54,1,1,1,Lost
1577,123,1,286.96,1,1,1,Lost
3769,123,1,413.01,1,1,1,Lost
1091,123,1,551.67,1,1,1,Lost
243,123,1,607.72,1,1,1,Lost
3991,123,2,1530.61,1,2,2,Lost
4409,123,4,1302.82,1,3,2,At Risk
4079,123,4,2829.02,1,3,3,At Risk
3098,123,4,4064.37,1,3,3,At Risk
4956,122,1,483.12,1,1,1,Lost
3146,122,1,627.65,1,1,1,Lost
5,122,2,1696.8,1,2,2,Lost
983,122,4,2081.45,1,3,2,At Risk
238,122,5,2176.36,1,3,2,At Risk
3498,122,8,7479.05,1,4,4,At Risk
1159,122,8,9684.88,1,4,4,At Risk
1068,122,9,7672.07,1,4,4,At Risk
2266,122,12,6862.61,2,4,4,At Risk
1480,121,1,80.36,2,1,1,Lost
4765,121,2,1478.69,2,2,2,Lost
2662,121,2,2277.37,2,2,3,Potential
4916,121,3,792.14,2,2,1,Lost
831,121,3,1651.1,2,2,2,Lost
1247,121,3,2856.84,2,2,3,Potential
2108,121,4,4101.4,2,3,3,At Risk
1763,121,6,3565.32,2,3,3,At Risk
4472,121,6,3849.42,2,3,3,At Risk
3263,120,1,93.36,2,1,1,Lost
1373,120,2,5112.55,2,2,4,Potential
337,120,4,2847.07,2,3,3,At Risk
3668,119,1,512.62,2,1,1,Lost
19,119,1,1119.66,2,1,2,Lost
4234,119,2,294.75,2,1,1,Lost
1555,119,2,1733.75,2,2,2,Lost
449,119,3,1899.47,2,2,2,Lost
779,119,3,2250.12,2,2,3,Potential
1649,119,7,4990.86,2,4,4,At Risk
1862,119,9,4827.82,2,4,4,At Risk
4121,118,1,217.36,2,1,1,Lost
2137,118,2,760.06,2,2,1,Lost
3206,117,1,1193.95,2,1,2,Lost
4592,117,6,5548.8,2,3,4,At Risk
2590,117,8,6256.81,2,4,4,At Risk
4199,116,1,61.16,2,1,1,Lost
3412,116,1,868.74,2,1,2,Lost
2542,116,2,589.11,2,2,1,Lost
4930,116,2,729.59,2,2,1,Lost
4517,116,3,2419.07,2,2,3,Potential
288,116,4,2992.68,2,3,3,At Risk
3106,116,4,4987.82,2,3,4,At Risk
4581,116,6,4065.33,2,3,3,At Risk
2592,115,1,8.85,2,1,1,Lost
1583,115,1,709.0,2,1,1,Lost
3955,115,1,1072.03,2,1,2,Lost
1285,115,2,448.05,2,1,1,Lost
2747,115,2,1313.24,2,2,2,Lost
4523,115,2,1924.3,2,2,2,Lost
1111,115,8,4047.13,2,4,3,At Risk
79,114,1,119.2,2,1,1,Lost
442,114,1,195.54,2,1,1,Lost
3538,114,1,873.45,2,1,2,Lost
850,114,4,1377.84,2,3,2,At Risk
3003,113,1,287.25,2,1,1,Lost
1948,113,1,490.36,2,1,1,Lost
587,113,1,711.49,2,1,1,Lost
2242,113,1,959.85,2,1,2,Lost
1351,113,1,1148.65,2,1,2,Lost
3334,113,2,1726.79,2,2,2,Lost
2021,113,5,3133.41,2,3,3,At Risk
2263,113,5,6005.33,2,3,4,At Risk
2336,113,7,4041.91,2,3,3,At Risk
2029,112,4,2553.49,2,3,3,At Risk
522,112,5,2834.34,2,3,3,At Risk
3985,112,6,3023.1,2,3,3,At Risk
1795,111,1,916.06,2,1,2,Lost
2024,111,2,1225.92,2,2,2,Lost
1472,111,2,2206.24,2,2,3,Potential
2135,111,3,1491.14,2,2,2,Lost
369,111,4,1787.56,2,3,2,At Risk
2181,111,4,2321.18,2,3,3,At Risk
1416,111,5,2113.94,2,3,2,At Risk
4437,111,15,10993.04,2,4,4,At Risk
2664,110,1,172.42,2,1,1,Lost
1128,110,1,592.6,2,1,1,Lost
4209,110,1,765.26,2,1,1,Lost
4028,110,2,409.64,2,1,1,Lost
4972,110,2,447.64,2,1,1,Lost
3813,110,3,1970.65,2,2,2,Lost
332,109,1,104.61,2,1,1,Lost
1674,109,2,1185.24,2,2,2,Lost
897,109,6,4695.94,2,3,3,At Risk
1713,108,1,717.87,2,1,1,Lost
4002,108,3,1933.45,2,2,2,Lost
2976,108,6,2056.96,2,3,2,At Risk
3635,108,12,7658.89,2,4,4,At Risk
3157,107,1,146.09,2,1,1,Lost
3057,107,1,622.01,2,1,1,Lost
4516,107,1,1098.5,2,1,2,Lost
603,107,2,605.19,2,2,1,Lost
4642,107,3,1019.03,2,2,2,Lost
4863,107,3,2502.55,2,2,3,Potential
4074,107,5,2805.63,2,3,3,At Risk
4880,107,9,4655.66,2,4,3,At Risk
274,106,1,26.99,2,1,1,Lost
521,106,1,69.03,2,1,1,Lost
1777,106,1,375.38,2,1,1,Lost
737,106,2,1715.92,2,2,2,Lost
113,106,3,3084.07,2,2,3,Potential
1376,106,4,2302.68,2,3,3,At Risk
1838,106,4,3349.83,2,3,3,At Risk
4342,106,5,1805.22,2,3,2,At Risk
141,106,6,4613.66,2,3,3,At Risk
2791,105,1,88.65,2,1,1,Lost
4307,105,1,130.38,2,1,1,Lost
2294,105,1,594.66,2,1,1,Lost
1217,105,1,1109.1,2,1,2,Lost
2255,105,1,1204.46,2,1,2,Lost
4445,105,2,1592.16,2,2,2,Lost
4038,105,3,1176.06,2,2,2,Lost
1573,105,7,3904.47,2,3,3,At Risk
1758,105,10,3068.19,2,4,3,At Risk
194,104,1,507.83,2,1,1,Lost
1196,104,2,1707.91,2,2,2,Lost
4992,104,3,2957.7,2,2,3,Potential
2488,104,4,2842.61,2,3,3,At Risk
1744,104,16,6970.19,2,4,4,At Risk
13,103,1,297.67,2,1,1,Lost
2912,103,1,543.96,2,1,1,Lost
3107,103,2,321.09,2,1,1,Lost
2237,103,2,374.22,2,1,1,Lost
1171,103,2,635.39,2,2,1,Lost
269,103,3,940.63,2,2,2,Lost
1145,103,3,3711.58,2,3,3,At Risk
740,103,6,6979.85,2,3,4,At Risk
1643,102,1,386.25,2,1,1,Lost
2809,102,2,245.4,2,1,1,Lost
2467,102,2,588.32,2,2,1,Lost
4791,102,2,1670.42,2,2,2,Lost
109,102,3,3061.52,2,2,3,Potential
3551,102,4,2013.04,2,3,2,At Risk
2972,102,5,3721.51,2,3,3,At Risk
386,102,6,2757.21,2,3,3,At Risk
4292,102,8,5224.32,2,4,4,At Risk
1818,101,1,61.23,2,1,1,Lost
1361,101,1,220.5,2,1,1,Lost
1702,101,1,638.79,2,1,1,Lost
4596,101,1,747.16,2,1,1,Lost
145,101,2,3615.01,2,2,3,Potential
4861,101,3,661.19,2,2,1,Lost
4010,101,5,5739.75,2,3,4,At Risk
2696,101,6,2518.48,2,3,3,At Risk
1426,100,1,80.97,2,1,1,Lost
2932,100,1,1220.1,2,1,2,Lost
2558,100,2,711.8,2,2,1,Lost
945,100,2,897.75,2,2,2,Lost
3784,100,2,1472.12,2,2,2,Lost
3793,100,5,639.51,2,3,1,At Risk
3647,100,5,2348.06,2,3,3,At Risk
1194,100,9,3591.82,2,4,3,At Risk
4388,99,1,56.32,2,1,1,Lost
2921,99,1,186.44,2,1,1,Lost
86,99,1,244.75,2,1,1,Lost
4218,99,4,1596.22,2,3,2,At Risk
2581,99,5,1712.94,2,3,2,At Risk
4615,99,10,6748.75,2,4,4,At Risk
58,98,1,366.61,2,1,1,Lost
2083,98,1,1414.22,2,1,2,Lost
2531,98,3,533.95,2,2,1,Lost
22,98,3,2589.11,2,2,3,Potential
2045,98,3,3617.27,2,3,3,At Risk
724,98,7,3074.73,2,3,3,At Risk
419,98,7,6173.84,2,4,4,At Risk
4495,98,11,2810.61,2,4,3,At Risk
3562,97,1,826.0,2,1,1,Lost
3152,97,5,2551.73,2,3,3,At Risk
1072,97,7,4366.18,2,3,3,At Risk
2486,97,12,5486.53,2,4,4,At Risk
4506,97,13,12513.0,2,4,4,At Risk
4915,96,1,174.32,2,1,1,Lost
3910,96,1,228.75,2,1,1,Lost
402,96,1,682.41,2,1,1,Lost
2630,96,2,574.02,2,2,1,Lost
2044,96,2,581.24,2,2,1,Lost
3713,96,2,618.54,2,2,1,Lost
2125,96,2,695.41,2,2,1,Lost
844,96,3,1659.19,2,2,2,Lost
3832,96,5,4292.82,2,3,3,At Risk
884,96,6,6210.19,2,3,4,At Risk
909,95,1,1004.97,2,1,2,Lost
2133,95,2,1326.29,2,2,2,Lost
1022,95,2,1530.32,2,2,2,Lost
4980,95,2,2404.73,2,2,3,Potential
4104,95,3,681.88,2,2,1,Lost
4713,95,3,3180.41,2,2,3,Potential
3736,95,4,2896.81,2,3,3,At Risk
4587,95,5,2373.23,2,3,3,At Risk
3701,95,9,10049.6,2,4,4,At Risk
3521,95,9,14500.08,2,4,4,At Risk
938,95,10,8855.56,2,4,4,At Risk
3431,94,1,407.04,2,1,1,Lost
2841,94,1,456.03,2,1,1,Lost
1729,94,2,2704.69,2,2,3,Potential
2206,94,2,2812.15,2,2,3,Potential
1975,94,3,2106.16,2,2,2,Lost
2987,94,4,2714.26,2,3,3,At Risk
1115,94,5,2474.3,2,3,3,At Risk
2730,94,7,2335.72,2,3,3,At Risk
2439,94,7,3952.35,2,3,3,At Risk
411,94,15,7007.01,2,4,4,At Risk
526,93,1,200.93,2,1,1,Lost
3163,93,1,458.27,2,1,1,Lost
599,93,1,963.17,2,1,2,Lost
2091,93,2,1444.46,2,2,2,Lost
1832,93,2,4092.67,2,2,3,Potential
344,93,4,1626.07,2,3,2,At Risk
3079,93,4,1748.39,2,3,2,At Risk
216,92,1,38.82,2,1,1,Lost
2238,92,1,325.07,2,1,1,Lost
4317,92,1,416.16,2,1,1,Lost
152,92,2,1026.97,2,2,2,Lost
3170,92,2,2917.02,2,2,3,Potential
3763,92,3,725.1,2,2,1,Lost
3615,92,3,3067.09,2,2,3,Potential
915,92,5,4374.45,2,3,3,At Risk
686,92,12,8269.62,2,4,4,At Risk
3028,91,1,166.92,2,1,1,Lost
2087,91,1,1140.76,2,1,2,Lost
4043,91,1,1339.57,2,1,2,Lost
1261,91,7,3836.2,2,3,3,At Risk
4770,91,9,5615.1,2,4,4,At Risk
70,90,1,620.69,2,1,1,Lost
2371,90,1,837.9,2,1,1,Lost
1671,90,2,718.28,2,2,1,Lost
2205,90,2,858.83,2,2,2,Lost
4536,90,3,914.01,2,2,2,Lost
4120,90,3,1475.98,2,2,2,Lost
1523,90,3,1670.81,2,2,2,Lost
2814,90,6,3426.53,2,3,3,At Risk
3590,90,10,4786.29,2,4,4,At Risk
2232,90,12,6288.44,2,4,4,At Risk
104,89,2,1706.1,2,2,2,Lost
2390,89,3,801.75,2,2,1,Lost
1968,89,3,2850.56,2,2,3,Potential
10,89,6,2245.38,2,3,3,At Risk
1206,89,8,5126.82,2,4,4,At Risk
3884,88,1,239.23,2,1,1,Lost
4685,88,1,481.27,2,1,1,Lost
1692,88,1,505.07,2,1,1,Lost
4098,88,3,632.89,2,2,1,Lost
2702,88,5,3784.69,2,3,3,At Risk
3172,88,6,3435.61,2,3,3,At Risk
2930,88,8,4506.52,2,4,3,At Risk
3191,87,2,936.65,2,2,2,Lost
2659,87,3,1923.82,2,2,2,Lost
2022,87,3,2375.31,2,2,3,Potential
2777,87,4,1082.51,2,3,2,At Risk
3772,87,4,1506.15,2,3,2,At Risk
1288,86,1,187.15,2,1,1,Lost
3486,86,2,1229.99,2,2,2,Lost
4927,86,7,2912.4,2,3,3,At Risk
1949,86,8,6444.84,2,4,4,At Risk
4736,86,9,3397.23,2,4,3,At Risk
1418,86,10,6616.97,2,4,4,At Risk
588,85,1,875.82,2,1,2,Lost
1222,85,2,789.32,2,2,1,Lost
4444,85,2,1415.58,2,2,2,Lost
318,85,2,1482.69,2,2,2,Lost
4389,85,3,1854.86,2,2,2,Lost
4384,85,6,4123.74,2,3,3,At Risk
2904,85,8,7685.37,2,4,4,At Risk
373,85,14,10682.1,2,4,4,At Risk
2313,84,1,1184.42,2,1,2,Lost
1020,84,4,2251.57,2,3,3,At Risk
439,83,1,76.91,2,1,1,Lost
3899,83,1,146.22,2,1,1,Lost
2213,83,1,260.37,2,1,1,Lost
4922,83,1,784.72,2,1,1,Lost
1987,83,2,514.09,2,2,1,Lost
390,83,2,2989.75,2,2,3,Potential
1270,83,4,1923.83,2,3,2,At Risk
1526,83,6,2583.35,2,3,3,At Risk
3472,83,6,5599.8,2,3,4,At Risk
2971,82,1,180.23,2,1,1,Lost
57,82,1,1068.72,2,1,2,Lost
4877,82,2,162.62,2,1,1,Lost
889,82,3,840.09,2,2,1,Lost
2272,82,3,2320.92,2,2,3,Potential
3397,82,4,1840.64,2,3,2,At Risk
2256,82,5,4440.1,2,3,3,At Risk
4960,82,6,2096.86,2,3,2,At Risk
3744,82,7,3197.45,2,3,3,At Risk
1338,81,1,156.63,2,1,1,Lost
3857,81,1,867.54,2,1,2,Lost
3818,81,5,6157.23,2,3,4,At Risk
2701,81,7,3281.86,2,3,3,At Risk
3136,81,9,5872.59,2,4,4,At Risk
2144,81,11,7771.98,2,4,4,At Risk
3873,80,1,582.25,2,1,1,Lost
2801,80,1,670.86,2,1,1,Lost
2141,80,2,205.79,2,1,1,Lost
3045,80,3,1869.69,2,2,2,Lost
1982,80,3,2127.06,2,2,2,Lost
2622,80,4,2326.79,2,3,3,At Risk
2033,80,6,2713.58,2,3,3,At Risk
3338,80,6,6216.31,2,3,4,At Risk
4,80,13,7000.31,2,4,4,At Risk
3836,79,1,96.44,2,1,1,Lost
4708,79,1,171.0,2,1,1,Lost
4991,79,1,603.97,2,1,1,Lost
4066,79,3,1549.25,2,2,2,Lost
1978,79,10,9485.72,2,4,4,At Risk
4436,79,12,8178.13,2,4,4,At Risk
480,79,14,11096.71,2,4,4,At Risk
476,78,1,127.52,2,1,1,Lost
2885,78,1,162.45,2,1,1,Lost
2158,78,1,183.7,2,1,1,Lost
1884,78,1,714.62,2,1,1,Lost
4631,78,1,956.59,2,1,2,Lost
868,78,2,942.17,2,2,2,Lost
45,78,2,1001.86,2,2,2,Lost
4196,78,4,2129.25,2,3,2,At Risk
878,78,4,3409.8,2,3,3,At Risk
1104,78,5,2325.9,2,3,3,At Risk
3974,78,6,4605.64,2,3,3,At Risk
4983,78,7,3223.69,2,3,3,At Risk
154,78,7,5813.84,2,4,4,At Risk
3382,78,14,16456.35,2,4,4,At Risk
2812,77,1,150.27,2,1,1,Lost
4648,77,1,284.19,2,1,1,Lost
1076,77,3,885.07,2,2,2,Lost
1153,77,4,1630.09,2,3,2,At Risk
798,77,4,3204.87,2,3,3,At Risk
888,77,5,2586.79,2,3,3,At Risk
1173,77,5,3420.45,2,3,3,At Risk
467,77,6,2876.24,2,3,3,At Risk
4144,77,8,6391.64,2,4,4,At Risk
3175,76,1,160.72,2,1,1,Lost
24,76,1,260.36,2,1,1,Lost
357,76,1,576.99,2,1,1,Lost
1491,76,1,1744.17,2,1,2,Lost
2525,76,2,1207.94,2,2,2,Lost
1174,76,2,2598.1,2,2,3,Potential
3379,76,4,2382.93,2,3,3,At Risk
134,76,5,2699.03,2,3,3,At Risk
4686,76,6,2387.22,2,3,3,At Risk
3592,76,6,4512.55,2,3,3,At Risk
4906,76,14,8557.76,2,4,4,At Risk
2214,75,1,121.67,2,1,1,Lost
